0.0278, 48.7208, 0.0272
0.0258, 48.7214, 0.0237
0.0272, 48.7208, 0.0246
0.0273, 48.7209, 0.0220
0.0274, 48.7209, 0.0260
0.0277, 48.7204, 0.0224
0.0315, 48.7011, 0.0257
0.0247, 48.7201, 0.0218
0.0253, 48.7212, 0.0204
0.0248, 48.7206, 0.0209
0.0264, 48.7217, 0.0240
0.0280, 48.7210, 0.0206
0.0272, 48.7217, 0.0260
0.0267, 48.7215, 0.0225
0.0272, 48.7207, 0.0233
0.0275, 48.7203, 0.0247
0.0274, 48.7200, 0.0242
0.0266, 48.7205, 0.0226
0.0273, 48.7203, 0.0222
0.0259, 48.7201, 0.0206
0.0426, 48.7202, 0.0253
0.0421, 48.7209, 0.0242
0.0135, 48.7408, 0.0227
